Keely29,The Alkaline Solution,4,2,0,2 Fluor 2   ,1 Lithium 2 Oxygen 1 ,1 Oxygen 1   ,          ,          ,,Oxygen,Oxygen,False,False,False,19-12-2023 11:53:06,
Lau,The Endothermic Ion,4,6,0,3 Zink 3   ,1 Kalium 1 Klor 1 ,1 Zink 1   ,1 Aluminium 1 Fosfor 1 ,1 Lithium 3 Fosfor 1 ,Oxygen,Lithium,,False,False,False,19-11-2023 13:10:53,
Lau,The Endothermic Ion,4,5,0,1 Kalium 1 Klor 1 ,1 Zink 1   ,1 Aluminium 1 Fosfor 1 ,1 Lithium 3 Fosfor 1 ,1 Lithium 3 Nitrogen 1 ,Zink,Zink,Natrium,False,False,False,19-11-2023 13:10:28,
Lau,The Endothermic Ion,4,4,0,1 Lithium 3 Fosfor 1 ,1 Fosfor 1   ,1 Klor 1   ,1 Lithium 3 Nitrogen 1 ,1 Lithium 1 Fluor 1 ,Fluor,Fluor,,False,False,False,19-11-2023 13:09:52,
Lau,The Endothermic Ion,4,3,0,1 Fosfor 1   ,1 Lithium 3 Nitrogen 1 ,1 Lithium 1 Fluor 1 ,2 Lithium 2   ,          ,Fluor,,,False,False,False,19-11-2023 13:09:28,
Lau,The Isomeric Reaction,4,2,0,          ,          ,1 Oxygen 1   ,1 Fluor 1   ,1 Oxygen 1   ,Oxygen,Lithium,Natrium,False,False,False,19-11-2023 13:03:08,
Jackie,The Crystalline Electrolyte,4,4,0,2 Natrium 1 Fluor 1 ,1 Natrium 1 Klor 1 ,3 Nitrogen 3   ,1 Magnesium 1 Svovl 1 ,1 Fosfor 1   ,,Nitrogen,Magnesium,False,False,False,17-11-2023 16:17:11,
Jackie,The Crystalline Electrolyte,4,3,0,2 Natrium 1 Fluor 1 ,1 Magnesium 1 Svovl 1 ,1 Fosfor 1   ,1 Natrium 1   ,1 Nitrogen 1   ,,,Oxygen,False,False,False,17-11-2023 16:16:38,
Jackie,The Crystalline Electrolyte,4,2,0,2 Natrium 1 Fluor 1 ,1 Nitrogen 1   ,1 Natrium 1   ,          ,          ,Nitrogen,Nitrogen,,False,False,False,17-11-2023 16:15:52,
Lau,The Chemical Isotope,4,8,0,1 Aluminium 2 Svovl 3 ,2 Aluminium 1 Fosfor 1 ,3 Nitrogen 3   ,2 Lithium 2 Oxygen 1 ,1 Fosfor 1   ,Oxygen,Zink,Aluminium,False,False,False,17-11-2023 15:51:37,
Lau,The Chemical Isotope,4,7,0,1 Aluminium 2 Svovl 3 ,3 Nitrogen 3   ,1 Aluminium 1 Fosfor 1 ,2 Lithium 2 Oxygen 1 ,1 Fosfor 1   ,Natrium,Lithium,,False,False,False,17-11-2023 15:51:09,
Lau,The Chemical Isotope,4,6,0,1 Aluminium 2 Svovl 3 ,3 Nitrogen 3   ,2 Lithium 2 Oxygen 1 ,          ,          ,,Klor,Magnesium,False,False,False,17-11-2023 15:50:37,
Lau,The Chemical Isotope,4,5,0,2 Svovl 2   ,3 Nitrogen 3   ,2 Lithium 2 Oxygen 1 ,1 Aluminium 1   ,          ,Svovl,Oxygen,Natrium,False,False,False,17-11-2023 15:50:20,
Lau,The Chemical Isotope,4,4,0,3 Nitrogen 3   ,2 Lithium 2 Oxygen 1 ,1 Svovl 1   ,1 Aluminium 1   ,          ,,Fosfor,Fluor,False,False,False,17-11-2023 15:49:54,
Lau,The Chemical Isotope,4,3,0,2 Lithium 2 Oxygen 1 ,2 Nitrogen 2   ,1 Svovl 1   ,          ,          ,Oxygen,Fluor,,False,False,False,17-11-2023 15:49:17,
Lau,The Chemical Isotope,4,2,0,2 Nitrogen 2   ,1 Lithium 2 Oxygen 1 ,1 Oxygen 1   ,          ,          ,Nitrogen,Lithium,,False,False,False,17-11-2023 15:48:26,
